Age,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Gender_Male,EducationBackground_Life Sciences,EducationBackground_Marketing,EducationBackground_Medical,EducationBackground_Other,EducationBackground_Technical Degree,MaritalStatus_Married,MaritalStatus_Single,EmpDepartment_Development,EmpDepartment_Finance,EmpDepartment_Human Resources,EmpDepartment_Research & Development,EmpDepartment_Sales,EmpJobRole_Data Scientist,EmpJobRole_Delivery Manager,EmpJobRole_Developer,EmpJobRole_Finance Manager,EmpJobRole_Healthcare Representative,EmpJobRole_Human Resources,EmpJobRole_Laboratory Technician,EmpJobRole_Manager,EmpJobRole_Manager R&D,EmpJobRole_Manufacturing Director,EmpJobRole_Research Director,EmpJobRole_Research Scientist,EmpJobRole_Sales Executive,EmpJobRole_Sales Representative,EmpJobRole_Senior Developer,EmpJobRole_Senior Manager R&D,EmpJobRole_Technical Architect,EmpJobRole_Technical Lead,BusinessTravelFrequency_Travel_Frequently,BusinessTravelFrequency_Travel_Rarely,OverTime_Yes,Attrition_Yes,PerformanceRating
34,7,4,1,53,3,3,2,0.0,11,3,13.0,4.0,3,12.0,6.0,2.0,11.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
43,2,4,1,92,3,2,4,1.0,20,3,7.0,4.5,3,7.0,7.0,7.0,7.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29,8,1,3,39,1,2,1,3.0,13,3,9.0,3.0,3,7.0,7.0,0.0,7.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36,4,2,4,97,3,2,2,7.0,13,2,18.0,3.0,3,4.0,2.0,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
49,16,3,4,74,3,1,1,4.0,16,2,17.0,2.0,2,2.0,2.0,2.0,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
31,7,4,3,39,3,3,4,1.0,14,3,11.0,2.0,2,11.0,9.0,4.0,10.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
25,9,2,1,68,2,1,1,3.0,12,1,6.0,2.0,3,3.0,2.0,2.0,2.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
26,3,4,1,82,4,1,4,1.0,22,2,8.0,2.0,3,8.0,7.0,0.0,7.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27,14,3,1,42,3,1,1,1.0,14,4,9.0,3.0,2,9.0,7.0,6.0,8.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
52,3,4,3,31,2,4,1,1.0,11,1,28.5,3.0,4,20.5,6.0,1.0,14.5,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
50,28,3,4,43,3,4,1,4.0,11,2,25.0,2.0,3,3.0,2.0,1.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
33,16,3,1,74,3,3,1,2.0,20,3,11.0,2.0,2,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2
52,11,4,4,82,3,2,3,8.0,20,2,9.0,3.0,3,5.0,2.0,1.0,4.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
35,6,1,3,66,3,1,3,0.0,14,4,4.0,3.0,3,3.0,2.0,2.0,2.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
20,2,3,3,49,2,1,3,1.0,13,4,2.0,3.0,2,2.0,2.0,0.0,2.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
27,8,3,4,37,3,3,3,1.0,15,4,9.0,0.5,3,9.0,8.0,1.0,7.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
35,1,4,4,40,4,1,3,3.0,13,3,7.0,0.5,3,2.0,2.0,2.0,2.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
20,2,3,3,31,3,1,3,1.0,19,1,2.0,3.0,3,2.0,2.0,2.0,2.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
34,3,1,1,45,3,2,4,0.0,17,3,7.0,1.0,2,6.0,2.0,0.0,4.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
48,20,4,4,51,3,1,3,4.0,17,1,13.0,2.0,2,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
33,14,3,4,72,3,1,2,1.0,13,4,8.0,4.5,3,8.0,7.0,1.0,6.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
31,9,4,3,42,2,1,2,0.0,16,4,3.0,4.5,3,2.0,2.0,2.0,2.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
50,29,4,2,88,2,4,3,0.0,15,2,28.0,2.0,3,20.5,10.0,7.5,7.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
51,26,4,1,66,3,4,3,2.0,14,3,28.5,2.0,2,20.0,6.0,4.0,14.5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54,3,3,4,52,3,2,1,2.0,14,4,16.0,4.0,3,6.0,2.0,0.0,5.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
32,2,3,4,78,3,1,1,1.0,14,4,4.0,4.0,3,4.0,2.0,1.0,2.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
25,2,1,4,57,3,1,3,6.0,19,3,7.0,2.0,2,2.0,2.0,0.0,2.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
45,28,2,4,48,2,4,2,1.0,11,3,21.0,2.0,3,20.5,6.0,7.5,6.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36,2,2,2,61,2,3,3,1.0,13,2,10.0,2.0,3,10.0,9.0,7.5,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
30,5,3,4,30,2,2,3,1.0,13,3,10.0,2.0,3,10.0,9.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
43,2,3,4,73,3,2,4,1.0,17,1,10.0,3.0,3,10.0,9.0,7.5,8.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
24,29,1,2,91,3,1,1,1.0,13,2,6.0,2.0,4,6.0,2.0,1.0,2.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49,7,4,3,35,3,3,2,3.0,14,2,28.5,3.0,3,8.0,7.0,0.0,7.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36,18,4,3,81,4,1,4,4.0,18,4,4.0,2.0,3,1.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
29,7,3,2,39,3,1,3,3.0,13,1,10.0,2.0,3,7.0,7.0,7.0,7.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
35,23,2,2,50,2,2,3,3.0,13,1,8.0,1.0,3,1.0,0.0,0.0,1.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
44,4,2,3,92,4,5,1,1.0,14,4,26.0,4.0,2,20.5,9.0,7.5,13.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35,8,1,4,36,4,1,4,1.0,19,4,1.0,2.0,3,1.0,0.0,0.0,1.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
24,7,3,1,55,3,1,3,1.0,16,4,6.0,4.0,3,6.0,3.0,1.0,2.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
54,22,5,2,91,3,4,3,3.0,25,3,28.5,4.5,3,10.0,8.0,4.0,7.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,2,3,3,99,2,2,4,1.0,19,1,11.0,3.0,3,11.0,10.0,7.5,8.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30,1,2,4,76,3,1,2,1.0,13,3,12.0,4.5,2,12.0,8.0,1.0,7.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30,5,3,2,41,3,3,4,2.0,12,3,12.0,2.0,3,10.0,9.0,7.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
30,2,3,3,52,2,2,4,5.0,24,2,12.0,4.0,2,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
35,11,4,4,43,3,1,3,7.0,11,3,5.0,3.0,3,2.0,2.0,2.0,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
38,9,3,2,98,2,1,2,0.0,19,4,3.0,3.0,3,2.0,2.0,1.0,2.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
24,18,1,2,52,3,1,3,0.0,12,3,6.0,2.0,3,5.0,3.0,1.0,2.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
40,12,3,2,47,3,2,1,2.0,12,2,15.0,3.0,3,7.0,4.0,7.0,7.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
58,7,4,3,53,2,3,1,7.0,14,4,28.5,0.5,2,10.0,9.0,5.0,9.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1
49,18,4,4,92,3,2,4,1.0,15,1,7.0,0.5,3,7.0,7.0,1.0,7.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
24,17,2,4,97,3,1,2,1.0,13,1,1.0,3.0,1,1.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
42,9,2,1,74,3,1,4,1.0,13,3,12.0,3.0,3,12.0,9.0,5.0,8.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,2,2,1,52,2,1,4,1.0,12,3,1.0,3.0,4,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
27,2,1,4,43,1,2,4,3.0,20,2,8.0,3.0,3,6.0,2.0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
30,7,3,3,64,3,1,3,1.0,13,2,1.0,2.0,2,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
58,21,3,4,72,3,4,4,4.0,13,3,28.5,2.0,2,1.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
36,1,4,4,33,2,2,3,0.0,15,3,4.0,4.5,3,3.0,2.0,1.0,2.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,14,3,3,80,3,2,2,0.0,11,4,10.0,3.0,3,9.0,8.0,7.0,7.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
39,1,1,2,52,3,5,3,1.0,14,3,21.0,3.0,3,20.5,8.0,1.0,6.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
33,8,1,2,88,2,1,4,0.0,19,4,3.0,2.0,2,2.0,2.0,2.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25,4,2,2,99,2,2,4,1.0,11,2,5.0,3.0,3,5.0,4.0,1.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
55,4,4,4,30,3,2,3,0.0,16,2,4.0,2.0,3,3.0,2.0,1.0,2.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
22,3,1,2,34,3,2,3,0.0,19,1,4.0,3.0,4,3.0,2.0,0.0,2.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
51,2,3,2,52,3,3,2,2.0,11,2,14.0,4.5,3,4.0,2.0,3.0,2.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
42,29,3,2,56,1,2,4,4.0,19,1,16.0,3.0,3,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54,10,3,3,77,3,2,1,6.0,19,4,9.0,3.0,3,5.0,2.0,1.0,4.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
27,5,2,4,53,3,1,4,0.0,14,3,6.0,3.0,2,5.0,4.0,0.0,2.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
53,1,4,1,60,2,4,3,4.0,20,4,27.0,2.0,2,3.0,2.0,0.0,2.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
35,28,3,2,46,4,2,3,1.0,17,4,10.0,3.0,2,10.0,9.0,6.0,8.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,7,2,4,36,3,2,3,1.0,20,3,9.0,2.0,3,9.0,7.0,2.0,8.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
35,4,4,4,47,2,1,4,1.0,13,2,2.0,2.0,4,2.0,2.0,2.0,2.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
29,3,1,2,87,3,1,1,1.0,18,4,10.0,3.0,3,10.0,9.0,1.0,5.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
34,4,3,3,64,3,3,4,2.0,13,4,9.0,3.0,3,5.0,3.0,1.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
31,2,4,4,57,3,3,3,1.0,19,1,10.0,4.5,2,10.0,8.0,7.5,6.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
26,6,3,3,61,4,1,4,0.0,18,1,8.0,3.0,3,7.0,7.0,7.0,7.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
44,2,3,3,96,4,3,4,1.0,19,2,9.0,2.0,3,8.0,7.0,6.0,7.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
33,28,4,2,79,3,2,3,1.0,12,2,15.0,3.0,3,15.0,14.0,5.0,7.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
45,11,2,4,90,3,4,4,3.0,13,2,26.0,4.0,4,9.0,3.0,1.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
53,2,2,3,45,3,4,3,6.0,13,3,22.0,3.0,4,17.0,13.0,7.5,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50,3,3,1,99,3,5,2,1.0,11,3,28.5,2.0,3,20.5,5.0,7.5,7.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42,23,2,4,37,2,2,3,1.0,12,4,20.0,2.0,3,20.0,9.0,3.0,7.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
34,2,4,4,97,4,1,4,0.0,14,1,6.0,3.0,3,5.0,0.0,1.0,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
37,16,4,4,66,2,2,3,4.0,19,4,9.0,2.0,3,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
59,3,3,3,81,4,1,1,4.0,20,1,12.0,3.0,2,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2
22,2,1,3,100,3,1,4,0.0,14,3,3.0,2.0,3,2.0,1.0,2.0,1.0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
39,6,1,4,42,2,3,1,4.0,15,1,9.0,4.5,3,7.0,7.0,1.0,7.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
23,10,1,1,79,4,1,3,1.0,18,4,2.0,3.0,3,2.0,2.0,0.0,2.0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
38,4,2,4,87,3,1,3,7.0,19,4,7.0,4.5,2,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
48,6,3,1,97,2,2,3,2.0,13,4,19.0,0.5,3,2.0,2.0,2.0,2.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,9,1,2,70,3,2,3,1.0,20,1,6.0,3.0,2,6.0,5.0,1.0,3.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
45,2,3,1,94,1,5,2,2.0,16,1,26.0,2.0,3,20.5,10.0,1.0,11.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
23,20,1,1,97,3,2,3,0.0,14,2,5.0,2.0,3,4.0,3.0,1.0,2.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,4,4,3,87,3,2,3,1.0,11,2,9.0,3.0,3,9.0,6.0,1.0,1.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
46,1,2,4,44,3,1,1,6.0,12,3,10.0,3.0,4,7.0,6.0,5.0,7.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32,13,3,3,77,2,1,2,1.0,20,3,2.0,2.0,3,2.0,2.0,2.0,2.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
37,11,3,2,47,3,3,4,1.0,14,3,10.0,1.0,3,10.0,8.0,0.0,7.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
43,1,3,4,33,3,2,4,4.0,13,2,12.0,2.0,2,5.0,2.0,2.0,2.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
30,1,3,2,64,2,2,1,1.0,11,4,10.0,4.0,3,10.0,8.0,6.0,7.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
39,7,2,3,54,2,5,4,1.0,15,1,21.0,2.0,3,20.5,9.0,7.5,3.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
38,9,2,3,75,3,1,4,1.0,12,3,2.0,3.0,3,2.0,2.0,2.0,1.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
29,13,2,4,46,2,2,2,4.0,13,1,10.0,2.0,3,4.0,3.0,0.0,3.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
30,26,4,3,52,2,2,1,5.0,15,3,9.0,4.5,2,6.0,3.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
41,4,1,3,81,3,3,3,0.0,13,4,23.0,3.0,4,20.5,14.0,7.5,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
37,19,2,2,73,3,1,2,4.0,21,1,8.0,1.0,3,1.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
50,28,3,4,39,2,3,1,4.0,13,2,20.0,3.0,3,3.0,2.0,2.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
34,1,3,1,32,3,3,4,1.0,21,1,14.0,3.0,2,14.0,8.0,2.0,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
55,2,1,3,37,3,2,4,4.0,16,3,12.0,3.0,2,9.0,7.0,7.0,3.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
36,5,4,2,82,2,1,1,8.5,14,4,6.0,3.0,4,1.0,1.0,0.0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
